molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL29097,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,inactive,472.09400000000016,8.010300000000008,1.0,3.0,4.378410400123191
CHEMBL60718,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)CCl)cc1,inactive,351.85500000000013,2.692520000000001,1.0,3.0,4.328410656604357
CHEMBL267014,Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,inactive,326.83100000000013,3.5385000000000018,1.0,3.0,4.378410400123191
CHEMBL34241,CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c3c(c(C(=O)/C=C/c4ccccc4)c2O)OC(C)(C)C=C3)c1O,inactive,516.5460000000002,5.396720000000009,5.0,8.0,4.378410400123191
CHEMBL1475137,CCCc1c(OCCCOc2ccc(OCC(=O)O)cc2)ccc(CC=O)c1O,inactive,402.4430000000001,3.3974000000000024,2.0,6.0,4.228410314583822
CHEMBL267777,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,inactive,477.58000000000015,5.483020000000005,0.0,5.0,4.578410878876242
CHEMBL275311,C/C(=C\c1ccc(C(=O)O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,inactive,348.4860000000002,6.294300000000006,1.0,1.0,4.778411036167515
CHEMBL485832,N=C(N)Nc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,inactive,471.5610000000003,2.8779700000000012,6.0,5.0,4.278410296601197
CHEMBL422,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,inactive,407.50500000000017,4.945600000000005,0.0,4.0,4.278410296601197
CHEMBL1356775,COc1cc2c(cc1OC)-c1cc3nc4ccccc4nc3n1C(C)(C)C2,inactive,359.42900000000014,4.559900000000004,0.0,5.0,4.328410656604357
CHEMBL379156,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(F)cc3O)o2)S1,inactive,305.286,3.115200000000001,2.0,5.0,4.278410296601197
CHEMBL303579,O=C(N[C@@H](Cc1ccccc1)C(=O)CCl)OCc1ccccc1,inactive,331.799,3.3320000000000016,1.0,3.0,4.578410878876242
CHEMBL605003,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,inactive,371.4620000000002,2.6365000000000007,2.0,3.0,4.328410656604357
CHEMBL153057,CCCc1c(OCCCOc2ccc(OCC(=O)O)cc2)ccc(C(C)=O)c1O,inactive,402.4430000000001,3.858600000000003,2.0,6.0,4.0284101436919215
CHEMBL1314982,COc1ccc2c(c1OC)C(Cc1ccccc1)N1CCc3cc4c(cc3C1=C2)OCO4,inactive,427.5000000000003,5.086100000000005,0.0,5.0,4.378410400123191
CHEMBL72365,O=C1Nc2ccc(I)cc2/C1=C/c1cc(Br)c(O)c(Br)c1,inactive,520.9460000000001,5.014500000000002,2.0,2.0,4.128410136638902
CHEMBL7568,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,inactive,399.9660000000002,5.972400000000006,1.0,4.0,4.678409853723956
CHEMBL68500,O=c1[nH]c(=O)c2nc3ccccc3nc2[nH]1,inactive,214.18400000000003,0.15960000000000002,2.0,4.0,3.928410319715466
CHEMBL54661,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,inactive,434.52700000000016,4.601700000000005,1.0,4.0,4.478410850630607
CHEMBL125569,O=C(O)COc1cccc(-c2ocnc2-c2nc(-c3ccccc3)c(-c3ccccc3)o2)c1,inactive,438.4390000000001,5.794000000000004,1.0,6.0,4.228410314583822
CHEMBL14563,Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,inactive,394.8620000000002,5.133740000000003,1.0,4.0,4.728409288402949
CHEMBL578741,Nc1ccc(-c2nc3ccc(-c4nc5ccc(N)cc5[nH]4)cc3[nH]2)cc1,inactive,340.39000000000004,3.9376000000000007,4.0,4.0,4.328410656604357
CHEMBL1423,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,inactive,461.5560000000001,5.8570000000000055,1.0,3.0,4.528410547175891
CHEMBL60518,Ic1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,inactive,418.28200000000015,3.489700000000002,1.0,3.0,4.578410878876242
CHEMBL288174,CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(Cn2c(CC)nc3c(C)cc(C)nc32)cc1,inactive,582.7920000000003,6.800840000000007,1.0,8.0,4.578410878876242
CHEMBL1256686,CNc1ccc2oc(C[C@H]3O[C@@]4(CC[C@H]3C)O[C@H]([C@H](C)C(=O)c3ccc[nH]3)[C@H](C)C[C@H]4C)nc2c1C(=O)O,inactive,523.6300000000003,5.529800000000005,3.0,7.0,4.328410656604357
CHEMBL1373567,CN1CC[C@]2(C)c3cc(O)ccc3N(C)[C@@H]12,inactive,218.3,1.7612999999999999,1.0,3.0,4.5480417222162
CHEMBL1514090,CN(C)[C@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,inactive,527.5740000000002,0.46980000000000227,6.0,10.0,4.5480417222162
CHEMBL21241,CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(=O)O,inactive,502.7650000000004,7.279300000000006,2.0,3.0,4.478410850630607
CHEMBL1314469,Cc1cc(=O)cc2oc3cc(N)c(-c4c(C)cc(O)cc4O)c(C)c3nc1-2,inactive,362.3850000000001,3.8784600000000022,3.0,6.0,4.328410656604357
CHEMBL409024,N[C@@H](Cc1cc(-c2ccc(Cl)cc2Cl)cc(CP(=O)(O)O)c1O)C(=O)O,inactive,420.1850000000001,2.998100000000002,5.0,4.0,4.378410400123191
CHEMBL109037,NC(Cc1cc(O)c(O)cc1O)C(=O)O,inactive,213.18899999999996,-0.24220000000000003,5.0,5.0,4.928408846542008
CHEMBL402468,COC1=C(OC)C(=O)c2ccccc2C1=O,inactive,218.208,1.5699999999999998,0.0,4.0,4.528410547175891
CHEMBL18879,C=CC(C)(C)c1[nH]c2ccccc2c1C1=C(O)C(O)=C(c2c[nH]c3c(CC=C(C)C)cccc23)C(=O)C1=O,inactive,506.6020000000003,7.011700000000006,4.0,4.0,4.078410276339018
CHEMBL249843,COc1cc(N[C@@H](C)CCCN)c2ncccc2c1,inactive,259.35299999999995,2.782700000000001,2.0,4.0,4.698041607175779
CHEMBL1525753,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)(C(C)=O)C[C@H]3O[C@@H]1C[C@H](N)[C@H](O)[C@H](C)O1,inactive,527.5260000000003,1.0288999999999997,5.0,11.0,4.748040739296522
CHEMBL1395394,COc1cc2c(cc1O)[C@H]1Cc3ccc(OC)c(O)c3CN1CC2,inactive,327.3800000000001,2.770500000000001,2.0,5.0,4.398040993879065
CHEMBL580421,CC1(C)C(=O)N=C2C1=C(O)C(=O)c1ccccc12,active,241.246,2.0505,1.0,3.0,6.078417559606583
CHEMBL726,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,inactive,437.5310000000002,4.308100000000003,1.0,5.0,4.228410314583822
CHEMBL18785,COc1ccc2[nH]cc(C3=CCNCC3)c2c1,inactive,228.29499999999996,2.5532000000000004,2.0,2.0,4.278410296601197
CHEMBL932,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,inactive,504.6360000000004,-0.017599999999997396,4.0,12.0,4.499999678657065
CHEMBL1480,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,inactive,384.259,3.9643000000000033,1.0,5.0,4.450000476425332
CHEMBL384903,O=c1[nH]c2cc(C(F)(F)F)ccc2n1-c1cc(C(F)(F)F)ccc1O,inactive,362.229,4.062000000000001,2.0,3.0,4.300000202445418
CHEMBL1081506,O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21,inactive,414.3390000000001,4.870000000000003,1.0,6.0,4.800000874803203
CHEMBL1556464,CC#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](c3ccc(N(C)C)cc3)C[C@]21C,inactive,429.6040000000001,5.406500000000006,1.0,3.0,4.450000476425332
CHEMBL160145,O=Cc1ccccc1C=O,inactive,134.13399999999996,1.3115999999999999,0.0,2.0,4.300000202445418
CHEMBL1482953,COc1cc2c(C)c3c4c(cc(OC)c(OC)c4c2cc1OC)CCN3C,inactive,367.44500000000016,4.328120000000004,0.0,5.0,4.59999938302362
CHEMBL1592213,COc1ccccc1-c1nc(NCc2cnc(C)cn2)c2ccccc2n1,inactive,357.41700000000003,4.015920000000002,1.0,6.0,4.250000251143582
CHEMBL599552,O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21,inactive,262.26800000000003,2.8148,2.0,4.0,4.200000237109354
CHEMBL1566780,COc1ccccc1CNc1ncncc1-c1ccoc1,inactive,281.315,3.3573000000000013,1.0,5.0,4.250000251143582
CHEMBL1434042,O=c1ccc2cc(O[C@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)c(O)cc2o1,inactive,340.2840000000001,-1.322700000000001,5.0,9.0,4.40000018605658
CHEMBL77305,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1,inactive,393.35500000000013,1.9878,1.0,8.0,4.200000237109354
CHEMBL123,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,inactive,246.31300000000002,4.4861400000000025,1.0,1.0,4.100000128334196
CHEMBL590,CC1=CC(=O)c2ccccc2C1=O,inactive,172.18299999999996,2.0119000000000002,0.0,2.0,4.300000202445418
CHEMBL1449224,c1ccc2c(N3CCNCC3)nc(-c3ccoc3)nc2c1,inactive,280.331,2.2994000000000003,1.0,5.0,4.300000202445418
CHEMBL1200932,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,inactive,777.0880000000001,-1.0143000000000004,8.0,8.0,4.40000018605658
CHEMBL1416812,C#CCN1C(C)=C(C(=O)CCO)[C@@H](c2cccc(-n3oo3)c2)C(C(=O)OC)=C1C,inactive,398.4150000000002,2.3682000000000007,1.0,8.0,4.250000251143582
CHEMBL1355821,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,inactive,466.47900000000016,5.630000000000004,0.0,9.0,4.300000202445418
CHEMBL362919,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,inactive,345.653,5.205900000000003,0.0,2.0,4.40000018605658
CHEMBL1200326,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl,inactive,515.9940000000003,4.099600000000004,1.0,8.0,4.499999678657065
CHEMBL822,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,inactive,291.438,4.877300000000004,0.0,1.0,4.149999867728904
CHEMBL1320139,Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O,inactive,376.3640000000001,3.6559200000000014,4.0,6.0,4.300000202445418
CHEMBL98123,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl,inactive,375.85200000000003,4.281800000000005,0.0,5.0,4.300000202445418
CHEMBL21260,COc1cc(C2c3cc4c(cc3C(O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1OC,inactive,414.41000000000025,2.4092000000000002,1.0,8.0,4.250000251143582
CHEMBL1554579,c1cn(-c2cc(-c3ccc4c(c3)OCO4)ncn2)cn1,inactive,266.25999999999993,2.057999999999999,0.0,6.0,4.749999855918706
CHEMBL1371493,CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1.O=C([O-])c1ccccc1,inactive,446.5910000000001,4.348840000000004,1.0,3.0,4.40000018605658
CHEMBL34450,COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3[nH]c4ccccc4c3C(C)C)cc2)cc1OC,inactive,550.7210000000001,6.084700000000006,1.0,6.0,4.749999855918706
CHEMBL491571,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,inactive,420.5130000000002,-1.6030999999999969,5.0,7.0,4.849999245077863
CHEMBL23393,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],inactive,288.385,0.38810000000000056,0.0,4.0,4.100000128334196
CHEMBL1364906,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,inactive,511.15200000000004,6.105500000000001,2.0,3.0,4.949999401714238
CHEMBL1561366,Cc1cccc(CNc2ncncc2-c2ccc3c(c2)OCO3)c1,inactive,319.3640000000001,3.7928200000000025,1.0,5.0,4.250000251143582
CHEMBL1611983,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],inactive,402.40400000000017,-3.381599999999997,1.0,7.0,3.9500001758445906
CHEMBL1732,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,inactive,583.6890000000001,2.0811000000000024,3.0,6.0,4.250000251143582
CHEMBL366861,Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(COC(=O)/C=C/C(=O)O)c(O)c(C(=O)O)c(C)c1O2,inactive,472.35800000000023,2.23424,4.0,10.0,4.250000251143582
CHEMBL1256752,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N.O=C(O)/C=C\C(=O)O,inactive,420.39700000000016,2.6952,5.0,7.0,4.100000128334196
CHEMBL278172,CCOC(=O)c1ccc(N)cc1,inactive,165.19199999999998,1.4455,1.0,3.0,4.40000018605658
CHEMBL1357834,CC(=O)OC1CC[C@]2(C)C(CC(OC(C)=O)[C@]3(C)C2CC[C@@]2(C)C(c4ccoc4)OC(=O)C4O[C@]432)C1(C)C,inactive,528.6420000000003,5.147300000000006,0.0,8.0,4.550000451689026
CHEMBL1512614,O=C(/C=C/c1ccc2c(c1)OCO2)c1cccs1,inactive,258.298,3.3729000000000013,0.0,4.0,4.300000202445418
CHEMBL1355963,CC[C@H](C)[C@@H]1O[C@]2(CC[C@@H]1C)C[C@H]1C[C@H](C/C=C(\C)[C@@H](O[C@@H]3C[C@H](OC)[C@H](O[C@@H]4C[C@H](OC)[C@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3CO[C@@H]4[C@@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,inactive,875.1060000000002,5.601400000000008,3.0,14.0,4.550000451689026
CHEMBL1534413,Clc1ccc2[nH]c(-c3ccccc3)nc2c1,inactive,228.68200000000002,3.883300000000002,1.0,1.0,4.899998417198648
CHEMBL1449436,CC(CCC(=O)O)C1CCC2C3CC[C@H]4CC(O)CC[C@@]4(C)C3CC[C@@]12C,inactive,376.5810000000002,5.507100000000006,2.0,2.0,4.100000128334196
CHEMBL1528170,FC(F)(F)c1ccccc1-c1nc(N2CCOCC2)c2ccccc2n1,inactive,359.35100000000006,4.152200000000003,0.0,4.0,4.499999678657065
CHEMBL2103762,N=C(N)NN=C1C=CC(=NNC(N)=S)C=C1,inactive,237.292,-0.8593299999999999,5.0,4.0,4.349999603463148
CHEMBL704,Nc1ccc(O)c(C(=O)O)c1,inactive,153.137,0.6726000000000001,3.0,3.0,4.40000018605658
CHEMBL521970,COc1ccccc1CNc1ncnc2ccc(-c3ccc(N(C)C)cc3)cc12,inactive,384.4830000000001,4.983500000000004,1.0,5.0,3.9500001758445906
CHEMBL1475693,CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O,inactive,377.5320000000001,4.362400000000004,0.0,4.0,4.499999678657065
CHEMBL1466,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,inactive,336.29900000000004,2.9014000000000006,2.0,6.0,4.499999678657065
CHEMBL1314110,CN(CCCCCCCCCCN(C)C(=O)Oc1ccccc1[N+](C)(C)C)C(=O)Oc1ccccc1[N+](C)(C)C,inactive,556.7920000000001,6.762200000000008,0.0,4.0,4.40000018605658
CHEMBL491909,Cc1cccc(CNc2ncncc2-c2ccccc2C(F)(F)F)c1,inactive,343.35200000000003,5.082920000000002,1.0,3.0,4.300000202445418
CHEMBL1436974,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@@H]12)c1csc(N)n1.Cl.O,inactive,535.0480000000003,-1.6827999999999967,2.0,10.0,4.450000476425332
CHEMBL1590431,CO/S(=N\S(=O)(=O)c1ccc(Cl)cc1)c1ccc([N+](=O)[O-])cc1,inactive,374.8270000000001,3.359300000000002,0.0,5.0,4.499999678657065
CHEMBL1370891,C[C@]12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC1CCCC1,inactive,396.57100000000025,6.130500000000006,1.0,3.0,4.450000476425332
CHEMBL90,NCCc1c[nH]cn1,inactive,111.14799999999998,-0.08910000000000035,2.0,2.0,4.349999603463148
CHEMBL1276308,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,inactive,429.6040000000001,5.406500000000006,1.0,3.0,4.300000202445418
CHEMBL1551666,CCCCCCCCCCCCCCCCCC(=O)OCC(C)O,inactive,342.564,6.171900000000008,1.0,3.0,4.300000202445418
CHEMBL1256678,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](NCCCCCCN3C(=O)C=CC3=O)CC[C@@H]12,inactive,464.6500000000004,4.994900000000004,1.0,4.0,4.949999401714238
CHEMBL97137,N=C(N/N=C/c1ccc(Cl)cc1)N/N=C/c1ccc(Cl)cc1,inactive,334.21000000000004,3.4753700000000016,3.0,3.0,4.250000251143582
CHEMBL1182210,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,inactive,412.6380000000001,6.072400000000007,0.0,2.0,4.450000476425332
CHEMBL310798,N#CC(C#N)=Cc1cc(O)c(O)c(O)c1,inactive,202.16899999999998,1.2339599999999997,3.0,5.0,4.250000251143582
CHEMBL1396665,CN1CCCN=C1/C=C\c1cccc(O)c1.O=C(O)c1cc2ccccc2c(Cc2cc3ccccc3c(C(=O)O)c2O)c1O,inactive,604.6590000000004,6.530800000000008,5.0,7.0,4.450000476425332
CHEMBL83668,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,inactive,307.41800000000006,4.948320000000003,0.0,2.0,4.450000476425332
CHEMBL1568351,C#CCCCCCCCCCCCC(O)CC(O)COC(C)=O.C=CCCCCCCCCCCCC(O)CC(O)COC(C)=O,inactive,654.9700000000006,7.72420000000001,4.0,8.0,4.250000251143582
CHEMBL1513686,COc1ccc2c(c1)OC1(O)COc3cc(OC)c(OC)cc3C1=C2,inactive,342.3470000000001,2.726400000000001,1.0,6.0,4.300000202445418
CHEMBL3348826,CCCC(=O)O[C@]1(C(=O)CCl)[C@H](C)C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,inactive,478.98800000000034,4.701400000000005,0.0,5.0,4.899998417198648
CHEMBL90882,CN1CCN(C2=Cc3ccccc3Oc3ccc(Cl)cc32)CC1,inactive,326.8270000000001,4.191200000000004,0.0,3.0,4.250000251143582
CHEMBL1324934,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2[C@@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@@H]4N(C)C3)(C(C)C)C(=O)N12,inactive,575.7100000000002,2.4303,3.0,6.0,4.849999245077863
CHEMBL391997,Oc1cc2c(cc1O)CN(C(=S)NCCc1ccc(Cl)cc1)CCC2,inactive,376.9090000000001,3.6166000000000027,3.0,3.0,4.349999603463148
CHEMBL2374095,CC1CC[C@@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)CCC(O)C(C)(C)C5CC[C@@]43C)C2C1C,active,456.7110000000003,7.089500000000009,2.0,2.0,6.100015437450609
CHEMBL1590432,COC(=O)c1c(OC)cc2c(c1C)Oc1c(Cl)c(OC(C)=O)c(Cl)c(C)c1C(=O)O2,inactive,455.2460000000002,4.6556400000000036,0.0,8.0,4.40000018605658
CHEMBL1395862,O=C(/C=C\C=C/c1ccc2c(c1)OCO2)N1CCCCC1,inactive,285.343,2.997200000000001,0.0,3.0,4.499999678657065
CHEMBL1200624,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,inactive,384.51600000000025,4.425900000000004,0.0,4.0,4.450000476425332
CHEMBL1314545,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@@H]2SC1.[Na+],inactive,445.4540000000001,-3.8552999999999953,1.0,9.0,4.40000018605658
CHEMBL73930,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,inactive,372.3730000000001,3.503000000000003,0.0,7.0,4.049999969853415
CHEMBL81421,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,inactive,530.7900000000005,8.904860000000003,1.0,4.0,4.450000476425332
CHEMBL76232,N[C@H](CCC(=O)O)C(=O)O,inactive,147.13,-0.7368999999999997,3.0,3.0,4.800000874803203
CHEMBL1554531,C=CC(C1=CC(=O)C(OC)=CC1=O)c1ccccc1,inactive,254.285,2.564700000000001,0.0,3.0,4.250000251143582
CHEMBL1082354,O=C(Nc1ncc([N+](=O)[O-])s1)c1cccs1,inactive,255.28000000000003,2.3651,1.0,6.0,4.300000202445418
CHEMBL173530,COc1cc(C)c2c(c1C=O)Oc1c(c(C)c(O)c3c1C(O)OC3=O)OC2=O,inactive,386.3120000000002,2.3163400000000007,2.0,9.0,4.250000251143582
CHEMBL1213137,CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,inactive,598.0920000000003,5.314100000000005,4.0,6.0,4.450000476425332
CHEMBL119841,c1ccc(CNc2nc(-c3cccnc3)nc3ccccc23)cc1,inactive,312.3760000000001,4.303900000000002,1.0,4.0,4.59999938302362
CHEMBL34398,COc1ccc(C(=O)/C=C/c2ccccc2)cc1,inactive,238.28600000000003,3.591300000000002,0.0,2.0,4.250000251143582
CHEMBL1554567,COCCNc1cc(-c2ccccc2C)ncn1,inactive,243.31,2.510320000000001,1.0,4.0,4.800000874803203
CHEMBL1256719,CCCC[C@@]1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,inactive,399.3140000000001,5.562400000000006,1.0,3.0,4.100000128334196
CHEMBL1522382,COC1C(O)C(OC2CC[C@]3(C=O)C4C(OC(C)=O)C[C@@]5(C)C(C6=CC(=O)OC6)CC[C@]5(O)C4CC[C@]3(O)C2)OC(C)C1OC(C)=O,inactive,664.7450000000003,1.5165000000000013,3.0,13.0,4.049999969853415
CHEMBL1232474,Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,inactive,381.69000000000005,5.801400000000003,0.0,3.0,4.550000451689026
CHEMBL434119,N[C@@H](C(=O)O)[C@H](CC(=O)O)c1ccc(Cl)cc1,inactive,257.673,1.3102,3.0,3.0,4.450000476425332
CHEMBL1201168,Cc1cc(C(=O)NNCc2ccccc2)no1,inactive,231.25500000000002,1.4176199999999997,2.0,4.0,4.349999603463148
CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,inactive,403.5260000000002,4.064700000000003,1.0,4.0,4.149999867728904
CHEMBL1702784,O=C1/C(=C\c2cccs2)CCC/C1=C/c1cccs1,inactive,286.42099999999994,5.029600000000003,0.0,3.0,4.349999603463148
CHEMBL1868702,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,inactive,308.42100000000005,3.722800000000003,1.0,2.0,4.300000202445418
CHEMBL1436860,COC(=O)/C(C)=C\CC12OC(C)(C)C3CC(C=C4C(=O)c5c(OC)c6c(c(CC=C(C)C)c5OC431)OC(C)(CCC=C(C)C)C=C6)C2=O,inactive,656.8160000000001,7.630700000000009,0.0,8.0,4.40000018605658
CHEMBL1436859,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1.O=C(O)/C=C\C(=O)O,inactive,455.5110000000003,1.6364999999999998,5.0,5.0,4.250000251143582
CHEMBL29726,N[C@@]1(C(=O)O)CC[C@H](C(=O)O)C1,inactive,173.16799999999998,-0.3468000000000002,3.0,3.0,4.59999938302362
CHEMBL1428,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,inactive,418.44600000000014,2.9708000000000014,1.0,8.0,4.349999603463148
CHEMBL1991126,O=C(/C=C/c1ccc(Cl)cc1)c1cccs1,inactive,248.734,4.297600000000002,0.0,2.0,4.59999938302362
CHEMBL1889112,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4CC(=O)C=C(C)[C@]4(C)[C@H]3CC[C@]12C,inactive,414.6300000000002,6.646500000000008,0.0,3.0,4.40000018605658
CHEMBL1329029,O=C1C(O)=C(O)C(=O)C(O)=C1O,inactive,172.09199999999998,-0.20659999999999995,4.0,6.0,4.300000202445418
CHEMBL1591365,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,inactive,328.4370000000002,3.7691000000000026,0.0,4.0,4.349999603463148
CHEMBL301722,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,inactive,399.61600000000016,4.2257000000000025,0.0,4.0,4.300000202445418
CHEMBL1317823,CC(C)Oc1ccc2c(=O)c3cc(C(=O)O)ccc3oc2c1,inactive,298.29400000000004,3.431600000000002,1.0,4.0,4.40000018605658
CHEMBL1200941,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],inactive,337.27599999999995,-1.9664599999999974,2.0,5.0,4.40000018605658
CHEMBL1360011,c1ccc(-c2csc(-c3nc4ccccc4[nH]3)n2)cc1,inactive,277.35200000000003,4.353400000000002,1.0,3.0,4.650000220873455
CHEMBL275742,CC(C)NC[C@@H](O)COc1cccc2ccccc12,inactive,259.34900000000005,2.5775000000000006,2.0,3.0,4.450000476425332
CHEMBL1434057,COC1=CC(=O)C(C(=O)c2ccccc2)=CC1=O,inactive,242.23000000000002,1.4778,0.0,4.0,4.59999938302362
CHEMBL1436861,C[C@@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,inactive,300.3980000000001,3.2664000000000017,0.0,3.0,4.40000018605658
